Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2025-05-14,56405.15625,56896.490363675955,56012.088959059234,56503.42307273519,12468089
2025-05-15,56306.890625,57584.35934773124,56110.35697534904,56405.15744982548,13139736
2025-05-16,55815.5546875,56503.42243893046,55717.287865867074,56405.15561729753,10385352
2025-05-19,54832.88671875,55422.487651209674,54538.08625252016,55422.487651209674,9802105
2025-05-20,54931.15625,55717.29086538462,54734.622596153844,55225.95673076923,9080577
2025-05-21,54734.62109375,55619.02251178187,54734.62109375,55225.95521487881,7794181
2025-05-22,53751.94921875,54538.083759426416,53555.41558358089,54341.550124257315,15254278
2025-05-23,53260.6171875,54243.28540129151,53162.35036612085,54046.75175853321,11247115
2025-05-26,53751.94921875,54046.749671503654,52769.28104290448,52965.814678073584,10901337
2025-05-27,52965.81640625,53555.4173309949,52867.54958545918,53260.61686862245,13439520
2025-05-28,54931.15625,55127.689903846156,53260.620192307695,53358.887019230766,17516283
2025-05-29,55127.68359375,55422.4840407754,54636.34951537433,55225.95040942513,12936810
2025-05-30,55225.94921875,56208.61735431494,54832.88196452402,55225.94921875,26219683
2025-06-02,55815.5546875,56306.88879566461,55225.95375770246,55324.220579335386,12870515
2025-06-04,56798.22265625,56896.48947745458,55815.55444420415,56208.62172902249,19649983
2025-06-05,58075.6875,58861.82201776649,56896.48572335025,57093.019352791875,23266027
2025-06-09,58763.55859375,59353.15951609532,58468.75813257734,59353.15951609532,19609659
2025-06-10,58173.953125,59058.35443940033,57780.8858741554,58960.08762668919,15305760
2025-06-11,58861.82421875,59058.35785554049,58370.49012677379,58468.756945169036,13610734
2025-06-12,58468.76171875,58960.09585084034,58272.22806591387,58665.29537158614,17755115
2025-06-13,57289.5546875,59156.62422277015,56699.95378162521,59156.62422277015,20705979
2025-06-16,56208.62109375,57093.02247459572,55913.820633468094,56994.75565450175,22200872
2025-06-17,57093.01953125,58763.55538672548,56405.15182605422,56798.21908616609,28637003
2025-06-18,58763.55859375,58763.55859375,56896.48900632316,56994.75582671405,17620705
2025-06-19,58173.953125,59549.68850295608,57977.4194995777,59451.421690244926,16876278
2025-06-20,58468.76171875,58763.562198004205,58075.694413077734,58370.49489233194,18072251
2025-06-23,56994.75390625,57486.0879916487,56601.68663793103,57387.82117456896,16551694
2025-06-24,59451.42578125,59549.692600723145,58272.22394757232,58370.490767045456,23737899
2025-06-25,60237.5625,60532.36296900489,59254.894269983684,60434.09614600326,23933612
2025-06-26,59156.62890625,60237.563985932306,58861.82842997301,60237.563985932306,19402300
2025-06-27,60112.6953125,60903.65182976973,59321.73879523026,59420.608359888975,17340470
2025-06-30,59124.0,60508.17391304348,59124.0,60508.17391304348,17110294
2025-07-01,59519.4765625,60409.30262406561,59519.4765625,59717.21568729236,13650991
2025-07-02,60112.6953125,60211.564877158715,59123.99966591283,59519.4779245477,15047951
2025-07-03,63078.78125,63078.78125,60409.30304663009,60607.04217280564,32040639
2025-07-04,62584.43359375,63968.6074804996,62287.82490373223,63968.6074804996,23748959
2025-07-07,61002.51953125,62584.432517473666,61002.51953125,62188.95427091775,17164708
2025-07-08,60705.91015625,61694.60576140065,60310.43191418974,60903.64927728013,20213724
2025-07-09,59717.21875,60705.914424668874,59519.47961506623,60705.914424668874,17533415
2025-07-10,60310.4375,60508.17663934427,59717.220081967214,59914.95922131148,14768473
2025-07-11,61892.34375,62090.082867412144,60508.16992811502,60607.039486821086,19140650
2025-07-14,61793.4765625,61892.346125,61101.389624999996,61595.7374375,13563846
2025-07-15,62979.9140625,63078.78362931711,61299.13142660911,61595.740127060446,18442202
2025-07-16,63968.609375,63968.609375,62386.69631472179,62979.91371232612,23042660
2025-07-17,65946.0,66044.86956521739,63672.0,65155.04347826087,39448683
2025-07-18,66341.46875,67033.55560730254,65550.51234165425,66242.59919895678,23951531
2025-07-21,67033.5625,68022.2581120944,66440.34513274336,66638.08425516225,17723148
2025-07-22,65253.91015625,67725.64917732007,64858.43191287878,67330.17093394886,20829006
2025-07-23,65649.390625,65748.26018919428,64166.34716208584,65451.65149661144,15687058
2025-07-24,65253.91015625,66044.86664299242,65155.0405954072,65748.25796046402,12660193
2025-07-25,65155.046875,65550.5251564871,64759.5685935129,64957.30773425645,8080910
2025-07-28,69604.171875,69604.171875,66440.34588068182,67429.04150390625,35332500
2025-07-29,69801.9140625,69999.65319582153,68022.26186260623,69999.65319582153,28190940
2025-07-30,71779.3046875,72866.86991003787,69801.91337379477,70197.39163653582,34761444
2025-07-31,70592.8671875,73163.47579656863,70197.38893995098,72174.78017769607,26568072
2025-08-01,68121.1328125,71186.08944121916,68022.26324383164,69406.43720518867,24038534
2025-08-04,68912.0859375,69406.43375627689,67923.3902999462,68714.34680998923,14780072
2025-08-05,69109.8203125,70691.73322380186,68912.08119858727,70197.38543902003,14392903
2025-08-06,68022.2578125,68615.47517714389,67527.91000863009,68417.73605559593,12542415
2025-08-07,69703.046875,70197.3947251773,68912.09031471632,69999.65558510639,15008213
2025-08-08,70988.34375,71581.56110724233,69900.77859505572,70197.38727367688,22241128
2025-08-11,70197.3828125,71284.94789832746,69999.64370598592,71186.07834507042,11354253
2025-08-12,70296.265625,71581.57005977497,70296.265625,70296.265625,15797656
2025-08-13,71087.2109375,71284.95004998261,70592.86315629346,71087.2109375,12305742
2025-08-14,70790.609375,71087.2180734986,70395.13111033519,71087.2180734986,11946122
2025-08-18,69208.6953125,70395.13008928571,69208.6953125,70296.26052455357,13595591
2025-08-19,69208.6953125,69900.782265625,68912.08661830357,69604.17357142858,10533082
2025-08-20,69703.046875,69900.78601507093,68615.48160460993,69307.56859485815,17445516
2025-08-21,69801.9140625,71087.21842908995,69801.9140625,70691.74016244689,18843833
2025-08-22,70592.8671875,70988.34543504902,69999.64981617646,70889.47587316176,9277432
2025-08-25,70691.734375,70988.3430506993,70197.38658216783,70889.47349213286,10345178
2025-08-26,69505.296875,70296.25331169985,69505.296875,69999.64464793741,14712519
2025-08-27,69801.9140625,70098.5227624823,69010.95752921388,69307.56622919618,10523405
2025-08-28,68813.2265625,69604.18318965517,68813.2265625,69307.57445447198,11578024
2025-08-29,68912.0859375,69703.04244754303,68912.0859375,69307.56419252152,11682267
2025-09-01,66835.8203125,67824.51587925295,66736.9507558247,67626.77676590237,12002343
2025-09-02,68318.8671875,68714.34543460564,67033.56288440665,67033.56288440665,10604028
2025-09-03,69010.9609375,69010.9609375,68022.26522206304,68417.74350823782,10283009
2025-09-04,69307.5625,69307.5625,68516.60600927247,68714.34513195435,12284414
2025-09-05,68714.34375,69604.16978417267,68714.34375,69505.30022482015,11526724
2025-09-08,69307.5625,69703.04074536377,68813.21469329529,69010.95381597718,9263135
2025-09-09,70691.734375,70691.734375,69208.6909965035,69307.56055506993,14870245
2025-09-10,71779.3046875,71977.04381887052,70790.60903064738,70988.34816201791,21928565
2025-09-11,72570.2578125,72767.9969346049,71284.95351881812,72372.5186903951,20793501
2025-09-12,74547.6484375,74745.38755802387,73361.21371435677,73756.69195540452,28219678
2025-09-15,75635.21875,76722.7839869281,75042.00134803922,76327.30571895425,19908805
2025-09-16,78502.4375,78601.3070686398,75832.95914672544,76030.69828400503,28218265
2025-09-17,77316.0,78205.82608695653,76228.4347826087,78205.82608695653,20856317
2025-09-18,79392.265625,79590.00476727895,77711.48291562889,78205.83077132628,25619035
2025-09-22,82556.0859375,83050.43375748502,80183.21640157186,80578.69465755987,27529656
2025-09-23,83742.5234375,84928.9582441706,82654.95819805196,84830.08867694806,23610263
2025-09-24,84434.609375,84533.47894101287,82753.82675278102,83248.17458284543,18300997
2025-09-25,85126.6953125,85225.56487732287,83149.3040160424,83445.91271051104,19665151
2025-09-26,82358.34375,84335.7349564826,81468.51770708284,84039.1262755102,24071193
2025-09-29,83619.59375,84414.0792013064,82626.48693586698,82725.79761728029,13069094
2025-09-30,83321.6640625,84314.77090472289,82825.11064138856,84016.83885205601,16319061
2025-10-01,85407.1875,85605.80886627907,84116.14861918605,84314.76998546511,22039361
2025-10-02,89131.3359375,89677.54468140668,88088.57379004179,88684.43787430362,49883028
2025-10-10,93749.2890625,93848.5997500662,92061.00737387447,93352.04631223516,35269748
2025-10-13,92656.8671875,92756.17787044481,90074.78943093515,90670.65352860397,23883308
2025-10-14,90968.5859375,95338.25600436682,89578.23637076965,94643.08122100164,35545235
2025-10-15,94345.1484375,94643.08048519737,91465.13864309211,91663.76000822369,21050111
2025-10-16,97026.53125,97026.53125,94345.14297594677,94643.07500639714,28141060
2025-10-17,97225.15625,98416.88441649642,96033.42808350358,96529.98148621042,22730809
2025-10-20,97423.7734375,97622.3947900739,95338.24923547401,97225.1520849261,17589756
2025-10-21,96827.9140625,99211.37040865385,96629.29270032051,97821.02087339744,22803830
2025-10-22,97920.328125,97920.328125,94841.6971190416,96430.66796082657,15937611
2025-10-23,95834.8046875,97821.01825615285,95636.18333063471,96132.73672279793,18488581
2025-10-24,98118.953125,98317.57448760122,97026.53563069331,97225.15699329453,18801925
2025-10-27,101296.890625,101296.890625,99906.54114583333,100601.71588541666,22169970
2025-10-28,98814.125,100303.7851758794,98416.88228643216,100204.47449748743,20002282
2025-10-29,99807.234375,100303.78777985075,98416.88484141791,99509.30233208956,20899788
2025-10-30,103382.421875,105070.70350024015,101296.89751440923,101694.14024975985,34570017
2025-10-31,106758.984375,107851.40188953489,102587.93568313954,104276.21729651163,54824564
2025-11-03,110334.1640625,110731.40677739649,105765.87284119037,106163.11555608686,30110066
2025-11-04,104176.90625,111625.20745948522,104176.90625,111029.3433627264,30450281
2025-11-05,99906.5390625,101296.88851267395,96033.4227370154,100303.7817625497,44843020
2025-11-06,98516.203125,103084.49480216735,98118.96037046371,102985.18411353327,28655689
2025-11-07,97225.15625,99608.61258299285,95636.1853613381,95735.49604187947,22908083
2025-11-10,99906.5390625,100303.7817625497,97225.1508371645,97920.32556225148,23842327
2025-11-11,102786.5546875,105269.32170893719,101296.89447463768,102985.17604921498,27742542
2025-11-12,102389.3125,103183.79795101842,100899.65227934044,102290.0018186227,19413497
2025-11-13,102091.3828125,103481.73238387646,101594.82939415127,101793.45076149076,20838741
2025-11-14,96529.9765625,98913.43277391975,96529.9765625,98317.5687210648,21806342
2025-11-17,99906.5390625,100303.7817625497,98814.12163736332,99112.05366240059,17192584
2025-11-18,97125.8515625,100204.4828492459,96827.91950249232,99112.06529588446,18684068
2025-11-19,95834.8046875,96827.91147182642,93947.90179727979,96430.66875809585,18993346
2025-11-20,99906.5390625,102190.68458778578,98814.12163736332,100204.47108753727,25360435
2025-11-21,94146.5234375,96132.7370121308,93848.59140130537,94941.00886735231,23103574
2025-11-24,96033.4296875,98317.57537810238,95536.87627649949,97125.84719170115,29831172
2025-11-25,98615.5078125,100701.03214690332,97125.84757364048,100701.03214690332,16110054
2025-11-26,102091.3828125,102190.69349616974,98615.50888405884,99807.23708809582,21314975
2025-11-27,102786.5546875,104772.76830464976,101992.06924064009,103382.41877264493,16453004
2025-11-28,99807.234375,103084.48684701492,99807.234375,103084.48684701492,15292277
2025-12-01,100105.171875,102091.38560267857,99211.37569754464,101296.90011160714,10905526
2025-12-02,102687.2421875,102786.55286659817,100303.7858891441,100502.40724734042,13649487
2025-12-03,103779.65625,104772.76300837321,103283.1028708134,103978.27760167464,14697927
2025-12-04,104375.53125,104375.53125,102488.6282112274,103183.80301498572,11931145
2025-12-05,107652.78125,107652.78125,103878.9752652214,104574.15005189113,19755571
2025-12-08,108745.1953125,109241.74871575343,107255.53510273973,108943.81667380137,15527762
2025-12-09,107652.78125,108645.88808809963,106560.36372809041,108149.33466904981,13671800
2025-12-10,107255.5390625,109043.13138020833,106659.67495659721,107553.4711154514,12365092
2025-12-11,106560.359375,109738.30112709693,106560.359375,108447.26229030755,22994507
2025-12-12,108149.3359375,108149.3359375,106063.8115530303,106361.74360795454,14210314
2025-12-15,104077.59375,105070.7005605916,103878.97238788169,104574.14715529581,20594654
2025-12-16,102091.3828125,104872.08195525291,101992.07212883024,104176.90716956469,18852079
2025-12-17,107156.2265625,107354.84792776876,102687.24584395273,102786.55652658711,22297611
2025-12-18,106858.296875,107454.16098396841,104971.39386326673,105666.56865706321,20445631
2025-12-19,105567.25,108943.81302916275,105467.93932267168,108943.81302916275,25917098
2025-12-22,109738.3046875,109738.3046875,108546.57649179864,108943.81922369909,24859171
2025-12-23,110731.4140625,111724.52091507846,109638.99652466367,110135.54995095292,20419187
2025-12-24,110334.1640625,111625.20288591359,110135.54270505176,111625.20288591359,12492939
2025-12-26,116193.4921875,116193.4921875,111625.20104166666,111625.20104166666,34018174
2025-12-29,119253.171875,119452.75877353556,117955.85703451883,119153.37842573223,19676004
2025-12-30,119652.34375,120949.65856964137,118454.82237802335,118853.99616868224,19746349
